Player,C,GP,SFrac,G,A,P,+/-,ESG,ESA,ESP,PPG,PPA,PPP,SHG,SHA,SHP,TGF,PGF,TGA,PGA,SHGF,SHGA,ESGF,ESGA,$ESG,$ESA,$ESP,$ESP/S,$ESGF,$ESGA,R-ON,R-OFF,XEV+/-,EV+/-,AEV+/-,EV%,TmEV+,EVCalc,TmEVR,$PPG,$PPA,$PPP,$PPP/S,PP%,TmPP+,PPCalc,TmPPR,$SHG,$SHA,$SHP,$SHP/S,SH%,TmSH+,SHCalc,TmSHR,Column1
"FERRARO, RAY",C,1258,15.9,408,490,898,-104,278,342,620,130,146,276,0,2,2,1253,428,942,11,3,78,822,853,286,347,633,40,834,875,0.95,0.87,-75,-41,35,30%,0.91,4.7,0,114,130,244,15,43%,0.85,6.9,-1.1,0,0,0,0,1%,1.20,0.1,0.0,874.64
"PARK, BRAD",D,1115,14.1,213,683,896,358,116,400,516,92,276,368,5,7,12,2194,738,1414,316,50,80,1406,1018,105,358,463,33,1258,898,1.40,1.20,129,359,230,42%,1.27,5.9,1,97,290,387,27,81%,1.16,11.4,1.6,6,6,13,1,43%,0.84,6.0,-1.0,898.14
"BONDRA, PETER",L,1081,13.6,503,389,892,74,322,253,575,149,132,281,32,4,36,1252,468,841,108,39,49,745,684,361,273,634,47,820,759,1.08,0.98,-10,61,71,33%,1.01,4.5,0,158,135,293,22,56%,1.13,7.6,0.9,39,39,77,6,14%,0.88,2.0,-0.2,758.71
"GORING, BUTCH",C,1107,14.0,375,513,888,-20,264,336,600,71,167,238,40,10,50,1208,402,1214,379,68,50,738,785,232,297,529,38,649,689,0.94,1.03,11,-41,-52,27%,1.02,3.8,0,72,163,236,17,46%,0.99,6.4,0.0,49,49,98,7,46%,0.89,6.4,-0.8,689.20
"NOLAN, OWEN",R,1200,15.0,422,463,885,-40,244,299,543,155,150,305,23,14,37,1214,438,1040,217,43,67,733,756,275,337,612,41,823,828,0.99,0.97,-17,-6,11,30%,0.98,4.6,0,153,142,296,20,47%,0.98,7.0,-0.1,28,28,56,4,23%,0.98,3.4,-0.1,828.38
"FORSBERG, PETER",C,708,9.0,249,636,885,238,162,368,530,71,252,323,16,16,32,1139,453,559,111,36,68,650,380,193,436,629,70,770,450,1.71,1.09,33,320,287,36%,1.25,3.3,1,70,248,318,35,70%,1.16,6.4,0.9,16,16,32,4,22%,0.89,2.0,-0.2,450.18
"BARBER, BILL",L,903,11.3,420,463,883,316,285,266,551,104,176,280,31,21,52,1353,484,840,279,61,37,808,524,243,227,470,42,691,441,1.57,1.50,148,250,103,30%,1.54,3.4,1,110,186,296,26,67%,1.18,7.5,1.2,30,30,60,5,33%,0.80,3.7,-0.8,440.58
"MIKITA, STAN",C,845,10.8,326,557,883,159,230,371,601,87,181,268,9,5,14,1160,407,726,130,20,45,733,551,226,357,583,54,712,534,1.33,1.12,46,178,132,33%,1.19,3.6,1,103,210,313,29,71%,1.04,7.7,0.3,15,15,30,3,25%,0.86,2.8,-0.4,534.13
"MARUK, DENNIS",C,888,11.1,356,522,878,-75,253,350,603,89,167,256,14,5,19,1158,373,1011,146,22,59,763,806,210,288,498,45,631,667,0.95,0.85,-69,-36,33,33%,0.88,3.6,0,67,131,198,18,47%,0.88,5.2,-0.6,20,20,41,4,19%,1.18,2.1,0.3,667.34
"LECAVALIER, VINCENT",C,1037,13.0,384,490,874,-117,259,295,554,112,185,297,13,10,23,1205,470,934,74,24,69,711,791,302,352,654,50,840,932,0.90,0.82,-117,-92,26,35%,0.84,4.6,-1,114,187,301,23,63%,0.95,8.2,-0.4,18,18,36,3,9%,1.05,1.2,0.1,931.79
"ORR, BOBBY",D,596,7.7,257,617,874,597,169,356,525,73,231,304,15,30,45,1651,535,781,262,74,34,1042,485,166,349,514,67,1024,476,2.15,1.09,41,548,507,50%,1.46,3.8,1,86,273,360,47,96%,1.52,7.4,3.1,18,18,36,5,63%,0.76,4.8,-1.3,476.40
"RONNING, CLIFF",C,1137,14.3,306,563,869,45,197,324,521,109,238,347,0,1,1,1170,488,649,12,3,77,679,560,207,346,553,39,724,607,1.19,0.93,-30,117,147,26%,0.99,3.7,0,101,228,328,23,57%,0.91,8.2,-0.7,0,0,0,0,1%,1.00,0.2,0.0,606.68
"NASLUND, MARKUS",R,1117,13.7,395,474,869,6,263,270,533,126,202,328,6,2,8,1160,454,742,43,9,63,697,636,305,311,616,45,802,728,1.10,1.00,2,74,72,30%,1.03,4.2,0,115,186,300,22,50%,1.00,6.8,0.0,7,7,13,1,5%,1.10,0.6,0.1,728.26
"LINDEN, TREVOR",R,1382,17.3,375,492,867,-64,238,316,554,119,163,282,18,13,31,1369,525,1305,392,61,81,783,832,252,334,587,34,833,890,0.94,1.01,8,-57,-65,28%,1.00,4.8,0,106,149,254,15,46%,0.96,7.9,-0.3,18,18,36,2,33%,1.02,5.8,0.1,889.94
"BOLDIREV, IVAN",C,1052,13.2,361,505,866,-190,256,349,605,102,155,257,3,1,4,1179,354,1068,53,6,55,819,960,219,298,517,39,699,824,0.85,0.90,-53,-125,-72,33%,0.89,4.3,0,99,153,251,19,48%,0.86,6.4,-1.0,4,4,8,1,7%,1.17,0.9,0.1,823.63
"LINDROS, ERIC",C,760,9.6,372,493,865,215,254,339,593,111,152,263,7,2,9,1206,419,658,86,14,55,773,517,290,389,678,70,885,585,1.51,0.95,-26,300,326,42%,1.13,4.0,0,111,154,265,28,68%,1.06,6.6,0.4,7,7,15,2,14%,1.00,1.3,0.0,585.13
"MARLEAU, PATRICK",C,1165,14.6,404,457,861,27,266,272,538,124,181,305,14,4,18,1263,516,836,112,20,57,727,667,312,317,629,43,852,785,1.09,1.10,51,67,17,33%,1.10,4.8,0,124,181,305,21,54%,1.12,7.8,0.9,22,22,45,3,15%,0.96,2.3,-0.1,784.86
"SANDSTROM, TOMAS",L,983,12.5,394,463,857,6,265,294,559,119,163,282,10,6,16,1273,487,873,87,19,67,767,719,258,287,545,43,743,709,1.05,1.02,9,34,25,31%,1.02,3.8,0,93,125,218,17,48%,1.07,6.0,0.4,10,10,20,2,11%,1.03,1.3,0.0,709.05
"GUERIN, BILL",R,1263,15.8,429,427,856,51,297,291,588,130,135,265,2,1,3,1232,441,770,30,6,65,785,675,339,333,672,43,897,770,1.16,1.08,41,126,85,30%,1.10,4.7,0,137,134,271,17,51%,0.90,8.0,-0.8,2,2,5,0,3%,0.99,0.5,0.0,770.26
"KOZLOV, VYACHESLAV",C,1182,14.8,356,497,853,96,253,289,542,99,201,300,4,7,11,1230,452,759,73,18,61,760,625,289,335,624,42,876,721,1.21,1.03,15,155,140,29%,1.09,4.2,0,92,184,276,19,45%,1.04,6.6,0.3,4,4,9,1,8%,0.92,1.1,-0.1,721.21
"SUTER, GARY",D,1145,14.5,203,642,845,126,105,239,344,90,388,478,8,15,23,1954,879,1275,325,58,93,1017,857,105,232,336,23,1017,853,1.19,1.24,129,164,35,37%,1.22,5.3,1,79,340,419,29,80%,1.14,11.7,1.6,7,7,14,1,31%,0.90,4.5,-0.4,852.95
"LYSIAK, TOM",C,919,11.5,292,552,844,-14,209,377,586,75,170,245,8,5,13,1201,380,978,143,19,46,802,789,177,318,495,43,677,662,1.02,1.04,16,15,-1,33%,1.03,3.8,0,77,177,254,22,58%,1.00,6.7,0.0,9,9,17,2,18%,0.99,2.1,0.0,662.35
"MacLEAN, JOHN",R,1194,15.1,413,429,842,42,285,302,587,115,119,234,13,8,21,1220,378,987,183,30,60,812,744,282,294,576,38,798,720,1.11,0.97,-15,78,93,28%,1.02,4.2,0,102,108,210,14,39%,0.93,5.9,-0.4,16,16,31,2,23%,0.94,3.5,-0.2,719.90
"MELLANBY, SCOTT",R,1431,18.0,364,476,840,-36,223,340,563,140,135,275,1,1,2,1324,516,876,34,6,86,802,756,238,358,597,33,849,811,1.05,1.04,19,38,19,27%,1.04,4.8,0,124,121,244,14,44%,0.92,7.9,-0.6,1,1,2,0,3%,1.00,0.5,0.0,811.08
"TONELLI, JOHN",L,1028,12.9,325,511,836,222,249,391,640,72,117,189,4,3,7,1289,321,811,65,13,37,955,709,205,324,529,41,790,592,1.34,1.25,101,198,97,29%,1.30,3.7,1,64,102,167,13,32%,1.16,4.1,0.6,3,3,7,1,7%,0.81,0.9,-0.2,591.88
"LEMAIRE, JACQUES",C,852,10.9,366,469,835,349,274,343,617,88,124,212,4,2,6,1292,388,607,51,10,27,894,529,261,326,587,54,850,509,1.67,1.51,182,342,159,33%,1.57,3.6,2,102,141,242,22,56%,1.30,6.1,1.6,7,7,14,1,13%,0.74,1.4,-0.4,508.79
"SUTTER, BRENT",C,1110,14.1,363,466,829,167,235,337,572,110,119,229,18,10,28,1216,388,990,326,48,44,780,620,207,304,511,36,701,567,1.24,1.09,36,134,99,27%,1.13,3.8,0,92,97,189,13,36%,1.07,5.1,0.3,15,15,31,2,31%,0.96,4.4,-0.2,566.52
"WILSON, DOUG",D,1024,12.8,237,590,827,53,143,292,435,85,292,377,9,6,15,1847,685,1515,406,51,90,1111,1019,118,242,360,28,925,852,1.08,0.90,-58,72,130,40%,0.97,5.1,0,74,248,322,25,76%,1.01,9.6,0.1,9,9,18,1,41%,1.02,5.2,0.1,852.20
"OGRODNICK, JOHN",L,928,11.6,402,425,827,-51,271,285,556,121,135,256,10,5,15,1264,446,949,75,16,62,802,812,225,238,463,40,670,674,0.99,0.83,-79,-4,75,33%,0.89,3.8,0,93,106,200,17,52%,0.94,6.0,-0.4,10,10,20,2,8%,1.19,0.9,0.2,673.55
"LAROUCHE, PIERRE",C,812,10.2,395,427,822,-25,281,297,578,113,127,240,1,3,4,1115,361,825,46,8,46,746,733,236,251,487,48,627,611,1.03,1.06,24,16,-7,33%,1.06,3.3,0,106,121,227,22,52%,1.07,5.3,0.4,1,1,2,0,7%,1.07,0.7,0.0,610.64
"SMYTH, RYAN",L,1198,15.0,376,443,819,-36,214,316,530,154,120,274,8,7,15,1259,504,898,112,20,59,735,727,245,368,612,41,847,842,1.01,0.97,-19,5,24,31%,0.98,4.7,0,147,118,265,18,57%,0.96,8.6,-0.4,11,11,22,1,13%,0.97,2.0,-0.1,841.96
"RICHER, STEPHANE",R,1054,13.3,421,398,819,76,315,283,598,93,109,202,13,6,19,1089,331,748,54,20,60,738,634,316,286,602,45,739,648,1.14,1.10,43,91,49,29%,1.12,3.9,0,83,98,180,14,42%,0.84,5.6,-0.9,16,16,33,2,7%,0.97,0.9,0.0,648.03
"LECLAIR, JOHN",C,967,12.2,406,413,819,204,287,307,594,118,106,224,1,0,1,1201,407,596,6,2,54,792,536,330,348,678,56,906,607,1.49,1.07,34,300,266,35%,1.22,4.3,1,119,107,226,19,53%,1.06,6.5,0.4,1,1,2,0,1%,1.02,0.1,0.0,606.64
"STEEN, THOMAS",C,950,12.0,264,553,817,-70,177,369,546,74,172,246,13,12,25,1196,404,1083,220,37,66,755,797,153,322,475,39,654,705,0.93,0.85,-70,-50,20,30%,0.87,3.6,0,59,135,194,16,44%,0.99,5.2,-0.1,12,12,24,2,24%,0.99,2.9,0.0,704.69
"SHUTT, STEVE",L,930,11.7,424,393,817,393,329,310,639,95,82,177,0,1,1,1263,311,563,3,1,26,951,534,280,264,544,47,811,448,1.81,1.45,151,363,212,29%,1.58,3.4,2,100,84,183,16,38%,1.25,4.5,1.0,0,0,0,0,1%,0.71,0.1,0.0,447.90
"RICHARDS, BRAD",C,900,11.4,256,560,816,-65,173,301,474,84,253,337,8,6,14,1127,494,819,123,24,68,609,628,205,358,563,49,724,738,0.98,0.92,-41,-14,27,35%,0.95,4.0,0,88,253,340,30,76%,0.94,8.7,-0.5,10,10,21,2,18%,1.02,2.1,0.0,737.55
"KOVALCHUK, ILYA",L,816,10.3,417,399,816,-116,269,217,486,138,177,315,10,5,15,1129,507,774,33,15,86,607,655,313,254,567,55,711,771,0.92,0.84,-84,-60,24,39%,0.87,4.0,-1,134,185,319,31,89%,0.86,9.2,-1.4,21,21,42,4,7%,0.71,0.7,-0.2,770.73
"DOAN, SHANE",R,1246,15.6,331,484,815,-19,227,307,534,98,164,262,6,13,19,1160,394,904,108,22,57,744,739,268,358,627,40,873,864,1.01,0.96,-20,9,30,31%,0.98,4.9,0,94,162,256,16,46%,0.88,7.2,-0.9,7,7,14,1,10%,1.07,1.6,0.1,863.74
"PAIEMENT, WILF",R,946,11.8,356,458,814,-140,254,323,577,83,130,213,19,5,24,1136,328,1108,151,27,38,781,919,212,267,480,41,648,769,0.84,0.81,-94,-121,-27,32%,0.82,3.8,-1,75,120,195,16,45%,0.92,5.4,-0.4,23,23,47,4,17%,1.10,2.0,0.2,769.19
"McNAB, PETER",C,954,11.9,363,450,813,130,280,339,619,82,110,192,1,1,2,1077,273,690,15,3,30,801,645,236,285,521,44,672,538,1.25,1.21,73,134,61,27%,1.23,3.3,1,78,103,181,15,35%,1.04,4.1,0.2,1,1,2,0,2%,0.81,0.3,-0.1,537.55
"LINSEMAN, KEN",C,860,10.8,256,551,807,224,183,389,572,61,152,213,12,10,22,1175,341,742,130,28,30,806,582,152,322,474,44,670,482,1.39,1.17,57,188,131,30%,1.21,3.2,1,48,124,171,16,42%,1.04,4.5,0.2,10,10,20,2,15%,0.86,1.6,-0.2,482.02
"HEJDUK, MILAN",R,1020,12.7,375,430,805,101,229,280,509,140,145,285,6,5,11,1204,463,727,84,13,64,728,579,266,328,594,47,846,672,1.26,1.02,8,174,166,33%,1.11,4.2,0,148,156,304,24,60%,1.05,7.6,0.4,8,8,16,1,11%,1.02,1.4,0.0,672.32
"UNGER, GARRY",C,1105,14.0,413,391,804,-131,304,277,581,105,110,215,4,4,8,1114,337,995,86,13,42,764,867,284,258,542,39,713,799,0.89,0.95,-27,-86,-59,30%,0.94,4.2,0,119,123,242,17,52%,0.85,7.4,-1.2,5,5,11,1,9%,1.05,1.3,0.1,798.85
"KOIVU, SAKU",C,1059,13.3,244,559,803,7,155,333,488,79,211,290,10,15,25,1149,457,882,193,36,50,656,639,179,391,570,43,764,743,1.03,0.95,-27,20,48,32%,0.96,4.2,0,82,215,297,22,53%,1.11,7.0,0.7,11,11,23,2,25%,1.01,3.3,0.0,743.46
"COURTNALL, GEOFF",L,1049,13.3,367,432,799,121,258,302,560,107,128,235,2,2,4,1180,382,725,48,8,54,790,623,251,292,543,41,766,604,1.27,1.06,25,162,137,29%,1.11,3.9,0,86,106,192,14,40%,0.98,5.3,-0.1,1,1,3,0,5%,0.99,0.7,0.0,604.11
"BUCYK, JOHN",L,785,10.1,329,467,796,146,207,273,480,121,194,315,1,0,1,1184,516,526,3,2,36,666,487,202,266,468,46,651,475,1.37,1.47,141,176,35,28%,1.45,2.9,1,145,233,378,38,74%,1.46,7.5,2.8,1,1,3,0,0%,0.97,0.0,0.0,474.59
"OLCZYK, ED",R,1031,13.0,342,452,794,-67,230,312,542,100,131,231,12,9,21,1161,375,1012,157,24,63,762,792,213,289,502,39,712,747,0.95,0.91,-42,-34,8,30%,0.93,3.9,0,86,113,199,15,42%,0.93,5.5,-0.4,11,11,22,2,15%,1.09,1.9,0.2,746.80
"CASHMAN, WAYNE",L,1026,13.0,277,516,793,281,218,418,636,56,97,153,3,1,4,1282,277,748,21,7,26,998,701,199,384,583,45,916,632,1.45,1.43,179,284,105,31%,1.44,4.0,1,61,108,169,13,32%,1.22,4.2,0.8,4,4,8,1,3%,0.85,0.3,-0.1,631.80
"GILBERT, ROD",R,755,9.7,308,485,793,89,225,317,542,83,168,251,0,0,0,1083,388,608,2,0,50,695,556,219,309,528,54,677,536,1.26,1.14,52,141,90,34%,1.20,3.3,1,103,196,299,31,65%,1.20,6.3,1.2,0,0,0,0,0%,0.80,0.0,0.0,536.06
"SEDIN, HENRIK",C,940,11.9,182,610,792,200,130,380,510,46,228,274,6,2,8,1066,406,516,45,10,38,650,433,155,446,601,51,768,507,1.52,1.03,12,261,249,31%,1.16,3.6,1,46,225,271,23,53%,1.10,6.3,0.6,9,9,19,2,6%,1.00,0.7,0.0,506.88
"VAIVE, RICK",R,876,11.0,441,347,788,-78,287,241,528,143,103,246,11,3,14,1219,456,931,87,15,57,748,787,237,199,436,40,619,648,0.96,0.80,-92,-29,63,31%,0.84,3.4,-1,110,79,188,17,55%,0.97,6.0,-0.2,11,11,21,2,9%,1.11,1.0,0.1,648.09
"SALMING, BORJE",D,1148,14.4,150,637,787,175,98,377,475,46,250,296,6,10,16,2111,580,1977,621,78,69,1453,1287,83,320,403,28,1238,1083,1.14,0.82,-152,154,306,43%,0.94,6.2,0,42,230,272,19,62%,0.98,8.9,-0.2,6,6,11,1,55%,1.08,7.9,0.6,1083.34
"LEMIEUX, CLAUDE",R,1215,15.3,379,407,786,13,259,273,532,114,125,239,6,9,15,1267,449,915,106,20,79,798,730,262,283,545,36,819,756,1.08,1.28,127,63,-64,29%,1.24,4.4,1,106,116,222,14,45%,0.98,6.9,-0.1,6,6,12,1,12%,0.97,1.9,-0.1,755.51
"YASHIN, ALEXEI",C,850,10.7,337,444,781,-83,209,259,468,124,181,305,4,4,8,1033,420,755,60,10,72,603,623,246,302,548,51,710,733,0.97,0.90,-52,-23,29,36%,0.92,3.9,0,123,177,300,28,68%,0.89,7.3,-0.8,4,4,8,1,9%,1.07,0.9,0.1,733.09
"BURE, PAVEL",R,702,8.9,437,342,779,42,282,212,494,121,115,236,34,15,49,1025,377,800,170,51,65,597,565,310,234,544,61,658,633,1.04,0.97,-14,24,38,39%,1.00,3.5,0,115,109,224,25,73%,0.91,6.5,-0.6,33,33,66,7,28%,1.05,2.5,0.1,633.33
"BLAKE, ROB",D,1270,15.7,240,537,777,-4,100,279,379,136,243,379,4,15,19,1799,733,1569,506,74,109,992,954,111,311,422,27,1088,1058,1.03,1.03,20,31,11,37%,1.04,5.8,0,128,218,346,22,66%,1.04,10.4,0.4,5,5,10,1,50%,0.99,7.8,0.0,1057.59
"GONCHAR, SERGEI",D,1177,15.0,217,558,775,39,114,241,355,101,308,409,2,9,11,1639,692,1110,201,28,86,919,823,132,288,420,28,1078,965,1.12,0.94,-43,114,157,38%,1.00,5.7,0,107,318,425,28,75%,1.07,11.2,0.8,2,2,5,0,22%,0.96,3.3,-0.1,964.52
"PRONOVOST, JEAN",R,998,12.7,391,383,774,49,289,260,549,85,110,195,17,13,30,1124,317,938,174,35,46,772,718,265,240,505,40,709,659,1.08,0.87,-63,51,114,29%,0.92,3.7,0,88,110,198,16,44%,0.94,5.6,-0.3,25,25,50,4,25%,1.02,3.1,0.1,658.55
"CHRISTIAN, DAVE",R,1009,12.6,340,433,773,-65,230,274,504,102,149,251,8,10,18,1244,457,1037,184,28,68,759,785,194,228,423,34,637,658,0.97,1.04,17,-20,-37,30%,1.04,3.7,0,76,115,190,15,48%,0.94,6.0,-0.4,8,8,16,1,22%,0.97,2.8,-0.1,657.60
"COURNOYER, YVAN",R,774,9.9,374,399,773,272,261,265,526,112,134,246,1,0,1,1128,382,475,0,1,26,745,449,252,255,507,51,717,440,1.63,1.50,151,277,126,31%,1.54,3.1,1,133,157,290,29,62%,1.29,6.2,1.6,2,2,4,0,0%,#DIV/0!,0.0,0.0,439.63
"ZUBOV, SERGEI",D,1068,13.3,152,619,771,148,66,279,345,81,327,408,5,13,18,1731,758,1065,240,39,82,934,743,75,319,394,30,1063,850,1.25,1.13,77,214,137,42%,1.17,5.6,1,79,311,390,29,82%,1.14,11.0,1.5,5,5,11,1,33%,0.86,4.4,-0.7,849.55
"MAHOVLICH, PETE",C,847,10.7,287,481,768,234,196,351,547,72,125,197,19,5,24,1171,351,765,177,33,26,787,562,183,318,502,47,723,516,1.40,1.31,107,206,99,30%,1.36,3.3,1,77,131,209,19,50%,1.22,5.4,1.1,29,29,58,5,32%,0.90,3.5,-0.4,516.49
"DEMITRA, PAVOL",L,847,10.5,304,464,768,124,204,290,494,90,170,260,10,4,14,1047,414,574,51,17,46,616,477,240,339,579,55,721,561,1.29,1.05,21,160,139,35%,1.12,3.7,0,91,166,257,25,60%,1.10,6.3,0.6,10,10,20,2,8%,0.87,0.9,-0.1,560.94
"KEHOE, RICK",R,906,11.4,371,396,767,-79,268,258,526,102,137,239,1,1,2,1126,381,834,9,3,55,742,770,231,223,454,40,641,658,0.98,0.91,-42,-16,25,31%,0.92,3.5,0,87,115,201,18,49%,0.95,5.6,-0.3,1,1,2,0,1%,1.11,0.1,0.0,657.72
"DATSYUK, PAVEL",C,779,9.9,255,512,767,229,174,308,482,75,199,274,6,5,11,1024,393,492,79,14,39,617,374,205,369,574,58,734,442,1.66,1.09,33,292,259,33%,1.25,3.3,1,79,198,277,28,59%,1.15,5.8,0.8,8,8,15,2,16%,0.95,1.6,-0.1,441.56
"HEATLEY, DANY",R,787,9.9,360,403,763,59,213,249,462,139,149,288,8,5,13,1081,429,663,59,15,59,637,545,250,290,540,54,744,646,1.15,0.89,-52,97,149,38%,0.99,3.7,0,139,153,291,29,71%,0.99,7.1,-0.1,10,10,19,2,9%,0.98,0.9,0.0,646.11
"TANGUAY, ALEX",L,922,11.6,249,513,762,149,185,350,535,59,160,219,5,3,8,1095,368,635,54,11,46,716,535,219,409,628,54,839,635,1.32,1.01,6,204,198,35%,1.11,4.1,0,60,165,225,19,50%,1.10,5.8,0.6,9,9,17,1,9%,0.99,1.1,0.0,634.50
"ROLSTON, BRIAN",C,1256,15.7,342,419,761,65,211,247,458,98,162,260,33,10,43,1113,414,876,231,47,56,652,589,246,290,535,34,762,685,1.11,1.10,44,77,33,26%,1.11,4.1,0,105,174,279,18,47%,0.98,7.4,-0.1,42,42,83,5,30%,0.87,4.6,-0.7,684.91
"DINEEN, KEVIN",R,1188,15.0,355,405,760,-23,249,275,524,91,122,213,15,8,23,1154,371,949,132,29,60,754,757,234,263,497,33,722,732,0.99,0.94,-30,-9,20,28%,0.95,4.1,0,75,95,170,11,34%,0.96,5.0,-0.2,13,13,26,2,13%,0.99,1.9,0.0,731.88
"CRAVEN, MURRAY",L,1070,13.3,266,493,759,128,189,343,532,55,135,190,22,15,37,1144,339,999,316,57,47,748,636,174,319,494,37,692,595,1.16,1.05,20,97,77,28%,1.09,3.7,0,46,109,154,12,36%,0.96,4.8,-0.2,19,19,37,3,32%,0.94,4.2,-0.3,595.27
"MacLEISH, RICK",C,846,10.6,349,410,759,152,222,283,505,104,124,228,23,3,26,1046,340,711,155,33,28,673,528,193,244,437,41,583,454,1.28,1.47,129,129,1,30%,1.45,3.2,1,117,139,256,24,51%,1.20,5.4,1.0,24,24,47,4,20%,0.80,2.2,-0.5,454.02
"SEDIN, DANIEL",L,906,11.5,291,467,758,172,186,302,488,105,162,267,0,3,3,985,386,459,25,4,36,595,398,218,357,576,50,702,469,1.50,1.04,15,233,219,29%,1.16,3.3,1,102,162,265,23,52%,1.09,6.0,0.5,0,0,0,0,3%,1.01,0.4,0.0,469.11
"RIDLEY, MIKE",C,866,11.1,292,466,758,37,186,319,505,87,135,222,19,12,31,1089,346,936,225,43,53,700,658,174,307,481,43,668,631,1.06,1.01,4,37,32,33%,1.03,3.6,0,67,109,176,16,41%,0.97,4.6,-0.1,20,20,41,4,32%,0.85,3.6,-0.6,631.42
"YOUNG, SCOTT",R,1181,14.8,342,415,757,-40,213,211,424,108,199,307,21,5,26,1232,550,882,154,33,78,649,650,236,231,467,31,705,694,1.02,1.15,64,11,-53,26%,1.12,3.9,0,98,175,273,18,52%,1.05,7.7,0.4,22,22,45,3,15%,0.96,2.3,-0.1,694.12
"BERTUZZI, TODD",R,1100,13.5,305,449,754,-27,200,321,521,104,127,231,1,1,2,1132,420,752,12,3,59,709,681,229,369,598,44,813,777,1.05,1.05,26,36,10,32%,1.05,4.4,0,95,118,213,16,46%,1.02,6.2,0.1,1,1,2,0,1%,1.03,0.2,0.0,776.65
"DUCHESNE, STEVE",D,1113,14.1,227,525,752,88,133,285,418,84,232,316,10,8,18,1698,617,1290,297,53,100,1028,893,138,289,427,30,1048,899,1.17,1.01,7,149,142,36%,1.05,5.1,0,70,205,275,20,62%,0.99,8.8,-0.1,9,9,19,1,31%,0.98,4.4,-0.1,898.77
"JANNEY, CRAIG",C,760,9.6,188,563,751,-13,121,335,456,66,228,294,1,0,1,1066,450,642,13,2,68,614,561,119,338,457,48,623,578,1.08,0.87,-53,45,98,34%,0.93,3.3,0,58,195,254,26,66%,0.99,6.3,-0.1,1,1,2,0,2%,0.92,0.2,0.0,577.84
"HOLIK, BOBBY",L,1314,16.4,326,421,747,115,251,311,562,74,108,182,1,2,3,1087,306,766,100,12,46,769,620,284,348,632,38,861,692,1.25,1.06,29,170,141,26%,1.11,4.3,0,79,120,199,12,32%,1.04,5.2,0.2,1,1,2,0,8%,1.16,1.3,0.2,691.79
"SULLIVAN, STEVE",C,1011,12.7,290,457,747,93,195,303,498,75,146,221,20,8,28,1048,365,722,123,32,57,651,542,226,352,578,46,756,640,1.18,0.96,-21,116,137,30%,1.01,3.8,0,78,152,230,18,55%,0.88,7.0,-0.9,23,23,47,4,17%,0.93,2.1,-0.1,639.97
"COURTNALL, RUSS",R,1029,13.1,297,447,744,-1,210,325,535,58,108,166,29,14,43,1024,264,942,162,46,47,714,733,199,312,511,39,682,699,0.97,0.99,-4,-18,-14,29%,1.00,3.8,0,48,97,145,11,32%,0.88,4.2,-0.5,29,29,57,4,19%,1.01,2.5,0.0,699.21
"SCHNEIDER, MATHIEU",D,1289,16.1,223,520,743,66,119,223,342,100,293,393,4,4,8,1773,711,1294,294,38,96,1024,904,133,252,385,24,1137,1010,1.13,1.03,18,127,109,37%,1.06,6.0,0,96,285,381,24,69%,1.01,11.1,0.2,5,5,9,1,31%,0.98,4.9,-0.1,1010.35
"ADAMS, GREG",C,1056,13.4,355,388,743,-48,226,262,488,122,115,237,7,11,18,1111,381,875,91,20,63,710,721,218,259,477,36,707,711,0.99,0.95,-26,-4,22,30%,0.96,4.0,0,100,97,197,15,44%,0.87,5.9,-0.8,7,7,15,1,9%,1.01,1.3,0.0,710.58
"HOWE, MARK",D,929,11.7,197,545,742,400,111,328,439,58,196,254,28,21,49,1696,476,1178,358,76,54,1144,766,93,276,369,31,962,647,1.49,0.96,-19,315,334,39%,1.13,4.5,1,48,166,214,18,58%,0.99,6.8,0.0,26,26,52,4,41%,0.87,4.8,-0.7,646.63
"HODGE, KEN",R,748,9.6,312,430,742,241,224,329,553,86,97,183,2,4,6,1153,342,598,28,11,31,800,539,221,321,542,56,783,523,1.50,1.36,129,260,131,34%,1.40,3.3,1,104,114,218,23,51%,1.42,4.9,1.7,2,2,5,1,5%,0.77,0.5,-0.1,522.76
"NIEDERMAYER, SCOTT",D,1263,15.8,172,568,740,167,81,307,388,90,245,335,1,16,17,1702,606,1267,336,42,79,1054,852,91,351,442,28,1205,967,1.25,1.22,140,239,99,39%,1.23,6.2,1,96,260,356,23,64%,1.04,10.0,0.4,1,1,3,0,40%,0.94,6.3,-0.4,966.68
"SATAN, MIROSLAV",R,1050,12.8,363,373,736,20,227,244,471,120,121,241,16,8,24,1036,376,751,103,26,69,634,579,261,282,543,42,730,668,1.09,1.00,-1,62,63,31%,1.03,4.0,0,114,117,232,18,53%,0.83,6.8,-1.3,21,21,41,3,16%,0.87,2.0,-0.3,668.42
"OVECHKIN, ALEX",L,601,7.7,371,364,735,82,240,209,449,127,155,282,4,0,4,988,425,495,18,5,66,558,411,282,244,527,68,659,489,1.35,0.94,-22,170,191,40%,1.08,3.1,0,140,161,301,39,88%,1.06,6.8,0.4,4,4,7,1,3%,1.08,0.2,0.0,489.03
